CONTAINER_NUMBER,VESSEL_NAME,FREIGHT_FORWARDER,PLACE_OF_DISPATCH,PORT_OF_LOADING,PORT_OF_DISCHARGE,POST_PORT_OF_DISCHARGE,PLACE_OF_DISPATCH_DATE,PORT_OF_LOADING_DATE,PORT_OF_DISCHARGE_DATE,POST_PORT_OF_DISCHARGE_DATE,PREDICTED_DELIVERED_DATE,LAST_TRACKED_WITH_VESSEL,DELIVERED_FLAG,DELIVERED_DATE,Another NEW Predicated Delivery Date
TCLU4118880,BEETHOVEN,,"Jakarta, Daerah Khusus Ibukota Jakarta, Indonesia","Jakarta, Daerah Khusus Ibukota Jakarta, Indonesia","Savannah, Georgia, United States","Newnan, Georgia, United States",1/28/2021,2/11/2021,3/26/2021,4/16/2021,4/16/2021,4/21/2021,,,?
EGHU9563564,ST EVER,Evergreen,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",4/29/2021,4/29/2021,,7/9/2021,7/13/2021,7/12/2021,Yes,7/14/2021,?
EITU9189558,,Axiom,,,,"Los Angeles, California, United States",,,,7/8/2021,7/9/2021,8/24/2021,Yes,7/14/2021,?
FANU1178760,ALS MARS,JAS,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States",,5/5/2021,5/9/2021,6/23/2021,,7/10/2021,7/2/2021,Yes,7/2/2021,?
FANU1185902,ALS MARS,JAS,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States",,5/5/2021,5/10/2021,7/1/2021,,7/18/2021,7/8/2021,Yes,7/9/2021,?
TRHU7208720,MSC DANIT,LF,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",4/8/2021,4/11/2021,6/3/2021,6/8/2021,6/12/2021,6/20/2021,Yes,6/8/2021,?
OOLU8547120,,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",5/21/2021,5/21/2021,6/4/2021,,6/21/2021,6/29/2021,Yes,6/30/2021,?
CAIU9366121,SEASPAN ADONIS,Axiom,"Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",6/23/2021,7/2/2021,8/1/2021,8/19/2021,8/23/2021,8/24/2021,Yes,8/20/2021,?
OOLU8619576,COSCO ITALY,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",5/9/2021,5/14/2021,5/30/2021,6/25/2021,6/29/2021,9/7/2021,,,?
CMAU7890786,CMA CGM J.MADISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",6/18/2021,6/26/2021,7/26/2021,8/1/2021,8/5/2021,8/3/2021,Yes,8/5/2021,?
OOCU7144130,EVER STRONG,,"Busan, Busan, South Korea","Busan, Busan, South Korea","Koper, Koper, Slovenia","Komarom, Komarom-Esztergom, Hungary",3/27/2021,4/2/2021,4/26/2021,4/28/2021,5/13/2021,4/21/2021,,,?
TGBU8792656,BEIJING,,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/31/2020,12/31/2020,2/12/2021,2/22/2021,2/26/2021,4/21/2021,,,?
OOLU9724262,OOCL SOUTHAMPTON,,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",4/2/2021,4/7/2021,4/27/2021,5/6/2021,5/10/2021,5/6/2021,,,?
TCNU3957922,,Axiom,,,,"Dallas, Texas, United States",,,,7/1/2021,7/1/2021,7/8/2021,Yes,7/8/2021,?
TLXU4001760,TRF KAYA,,"Singapore, , Singapore","Singapore, , Singapore","Chennai, State of Tamil Nadu, India","Chennai, State of Tamil Nadu, India",4/7/2021,4/10/2021,4/15/2021,4/22/2021,4/22/2021,5/6/2021,,,?
TRHU5494800,OOCL UTAH,Axiom,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",4/30/2021,5/3/2021,5/23/2021,6/16/2021,6/20/2021,6/29/2021,Yes,6/24/2021,?
MSMU7381055,MSC AURIGA,GWW,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",5/31/2021,6/2/2021,7/26/2021,7/24/2021,7/26/2021,8/24/2021,Yes,7/29/2021,?
TTNU4391880,HYUNDAI COURAGE,,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",4/1/2021,4/9/2021,4/28/2021,5/8/2021,5/12/2021,5/6/2021,,,?
UACU5714137,ALS MARS,JAS,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States",,4/7/2021,4/24/2021,6/22/2021,,7/9/2021,7/15/2021,Yes,7/8/2021,?
TLLU4014689,AMALIA C,,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",2/9/2021,2/9/2021,,6/5/2021,6/9/2021,6/9/2021,Yes,6/10/2021,?
OOLU0697567,HAIAN EAST,,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Gainesville, Texas, United States",5/16/2021,5/18/2021,6/25/2021,7/10/2021,7/10/2021,7/15/2021,Yes,7/15/2021,?
OOCU8133700,,Axiom,"Dallas, Texas, United States","Los Angeles, California, United States","Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh",7/24/2021,7/24/2021,8/29/2021,,9/15/2021,7/22/2021,Yes,6/24/2021,?
CAIU9187609,,,"Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",11/14/2020,11/14/2020,3/30/2021,,4/16/2021,6/11/2021,Yes,5/21/2021,?
TCNU2118209,YM UPSURGENCE,LF,"Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",5/8/2021,5/21/2021,6/20/2021,7/14/2021,7/18/2021,8/24/2021,Yes,9/2/2021,?
TEMU2801977,CMA CGM VIRGINIA,AXIOM,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",5/14/2021,5/14/2021,6/2/2021,6/12/2021,6/16/2021,6/14/2021,Yes,6/14/2021,?
TRHU5017788,MSC DANIT,LF,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",4/8/2021,4/11/2021,6/4/2021,6/10/2021,6/14/2021,6/14/2021,Yes,6/10/2021,?
TRHU5857607,ONE THESEUS,JAS,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",5/15/2021,5/23/2021,6/9/2021,6/19/2021,6/23/2021,6/20/2021,Yes,6/23/2021,?
BMOU4891209,,Evergreen,,,,"Los Angeles, California, United States",,,,7/10/2021,7/10/2021,7/30/2021,Yes,7/1/2021,?
TCNU3366534,,Axiom,,,,"Los Angeles, California, United States",,,,7/11/2021,7/11/2021,7/19/2021,,,?
TCKU7285499,GERD MAERSK,JAS,"Shekou, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",4/15/2021,4/15/2021,6/3/2021,,6/20/2021,6/7/2021,Yes,6/8/2021,?
FCIU8519501,ARTHUR MAERSK,CIF,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Jacksonville, Florida, United States","Jacksonville, Florida, United States",4/27/2021,4/28/2021,6/16/2021,,7/3/2021,6/18/2021,,,?
CBHU8902934,COSCO ENGLAND,,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Los Angeles, California, United States",1/30/2021,2/1/2021,3/5/2021,3/8/2021,3/22/2021,6/1/2021,Yes,6/4/2021,?
TCNU4580495,CMA CGM G.WASHINGTON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",6/16/2021,6/20/2021,8/1/2021,8/9/2021,8/13/2021,8/24/2021,,,?
CMAU4006336,NORTHERN JUVENILE,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",5/7/2021,5/7/2021,6/3/2021,6/11/2021,6/15/2021,7/26/2021,,,?
MSMU7193525,MSC FLAVIA,CIF,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",3/31/2021,4/1/2021,7/21/2021,7/20/2021,8/7/2021,7/26/2021,Yes,7/28/2021,?
BMOU4677898,,,,,,"Los Angeles, California, United States",,,,7/2/2021,7/2/2021,7/15/2021,Yes,6/24/2021,?
CSNU7203972,,Axiom,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",4/26/2021,4/26/2021,5/14/2021,,5/31/2021,6/20/2021,,,?
MEDU4842421,MSC FLAVIA,LF,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",6/26/2021,6/28/2021,8/5/2021,7/31/2021,8/22/2021,8/24/2021,Yes,8/9/2021,?
TGBU6967945,ST EVER,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",4/17/2021,4/17/2021,,6/30/2021,7/4/2021,7/8/2021,Yes,7/8/2021,?
TGHU6117413,MSC FLAVIA,JAS,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",3/31/2021,4/3/2021,5/29/2021,,6/15/2021,6/20/2021,Yes,6/28/2021,?
DFSU7410490,OOCL MIAMI,Axiom,", Hong Kong, China",", Hong Kong, China","Long Beach, California, United States","Los Angeles, California, United States",5/29/2019,6/2/2019,6/20/2019,6/24/2019,6/28/2019,6/7/2021,Yes,5/26/2021,?
GESU1400557,CMA CGM COLUMBIA,Axiom,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Latakia, Latakia Governorate, Syria",,7/17/2021,7/22/2021,8/30/2021,,9/16/2021,7/26/2021,Yes,6/10/2021,?
OOCU5045729,,,"Dallas, Texas, United States","Los Angeles, California, United States","Pelabuhan Klang, Selangor, Malaysia","Pelabuhan Klang, Selangor, Malaysia",8/12/2021,8/12/2021,9/13/2021,,9/30/2021,9/8/2021,Yes,7/14/2021,?
OOCU5038904,COSCO ITALY,,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",12/7/2020,12/11/2020,12/28/2020,1/13/2021,1/17/2021,4/21/2021,,,?
OOLU7873014,HUI HAI LONG 06,CIF,"Zhuhai, Guangdong Sheng, China","Zhuhai, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",4/8/2021,4/8/2021,5/9/2021,6/2/2021,6/6/2021,6/24/2021,Yes,6/7/2021,?
CCLU7718434,JOSEPH SCHULTE,CIF,"Shekou, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",5/6/2021,5/8/2021,6/21/2021,6/23/2021,7/8/2021,7/15/2021,Yes,6/23/2021,?
BMOU5216993,EVER LUNAR,Axiom,"Dallas, Texas, United States","Los Angeles, California, United States","Kaohsiung, Kaohsiung, Taiwan","Kaohsiung, Kaohsiung, Taiwan",8/21/2021,8/21/2021,9/7/2021,7/9/2021,9/24/2021,8/13/2021,Yes,7/15/2021,?
TRHU7216752,MSC JOSSELINE,LF,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",4/2/2021,4/2/2021,5/19/2021,5/25/2021,5/29/2021,5/26/2021,Yes,5/25/2021,?
TRHU8554230,,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",6/5/2021,6/5/2021,6/23/2021,,7/10/2021,7/9/2021,Yes,7/12/2021,?
TRHU8536787,CAPE SOUNIO,CIF,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",5/18/2021,5/20/2021,7/6/2021,7/24/2021,7/28/2021,7/26/2021,Yes,7/29/2021,?
BMOU6142004,NORTHERN JUVENILE,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",5/7/2021,5/8/2021,6/6/2021,6/15/2021,6/19/2021,6/20/2021,Yes,6/24/2021,?
BMOU6667570,HYUNDAI EARTH,JAS,,"Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States",,4/24/2021,4/24/2021,6/7/2021,,,6/14/2021,Yes,6/16/2021,?
CMAU5521860,CMA CGM LOUVRE,LF,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Hamburg, Free and Hanseatic City of Hamburg, Germany",,7/2/2021,7/4/2021,8/16/2021,,9/2/2021,7/8/2021,Yes,5/27/2021,?
EGHU9457407,ONE MANEUVER,CIF,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",6/25/2021,6/25/2021,,8/5/2021,8/9/2021,8/16/2021,Yes,8/16/2021,?
NYKU0785778,YM WHOLESOME,LF,"Di An, Tinh Binh Duong, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",4/23/2021,4/30/2021,5/28/2021,7/6/2021,7/10/2021,7/12/2021,Yes,7/13/2021,?
OOLU8885787,CMA CGM MARCO POLO,Focus,"Dallas, Texas, United States","Los Angeles, California, United States","Pelabuhan Klang, Selangor, Malaysia","Pelabuhan Klang, Selangor, Malaysia",7/21/2021,8/12/2021,9/3/2021,9/3/2021,9/20/2021,8/12/2021,,,?
UETU5109172,OOCL TAIPEI,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Gainesville, Texas, United States",4/18/2021,4/23/2021,5/13/2021,6/2/2021,6/6/2021,6/11/2021,Yes,6/3/2021,?
CAAU5415307,,Axiom,,,,,,,,,,7/19/2021,Yes,7/7/2021,?
EGHU9113968,ONE MANEUVER,NINGBO YUE SHENG INTERNATIONAL,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",6/25/2021,6/25/2021,,8/4/2021,8/8/2021,8/11/2021,Yes,8/10/2021,?
CCLU6998860,COSCO PORTUGAL,,"Long Beach, California, United States","Long Beach, California, United States","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Tan Thanh, Tinh Ba Ria-Vung Tau, Vietnam",6/19/2021,6/26/2021,7/13/2021,7/14/2021,7/30/2021,6/29/2021,,,?
TGHU6310839,NORTHERN JUVENILE,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",5/7/2021,5/8/2021,6/6/2021,,6/23/2021,6/14/2021,Yes,6/17/2021,?
EGHU9185762,ONE MANEUVER,NINGBO YUE SHENG INTERNATIONAL,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",6/25/2021,6/25/2021,,8/4/2021,8/8/2021,8/11/2021,Yes,8/12/2021,?
HLBU2273138,ALS MARS,JAS,,"Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States",,4/24/2021,4/24/2021,6/21/2021,,,6/26/2021,Yes,6/29/2021,?
TRHU6550111,MSC SAVONA,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",5/10/2021,5/19/2021,7/6/2021,7/3/2021,7/23/2021,7/8/2021,Yes,7/9/2021,?
EGHU9487865,,Axiom,,,,,,,,,,7/19/2021,Yes,7/9/2021,?
MRKU0600550,MAERSK ESSEX,JAS,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",4/26/2021,4/28/2021,6/9/2021,,6/26/2021,8/16/2021,Yes,6/10/2021,?
CCLU6858663,,CIF,"Dallas, Texas, United States","Long Beach, California, United States","Busan, Busan, South Korea","Busan, Busan, South Korea",7/15/2021,7/15/2021,8/2/2021,,8/19/2021,7/22/2021,Yes,6/18/2021,?
OOCU7458017,COSCO ENGLAND,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",5/18/2021,5/24/2021,6/14/2021,6/25/2021,6/29/2021,6/29/2021,Yes,7/2/2021,?
CMAU5905110,CMA CGM J.MADISON,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",6/16/2021,6/26/2021,7/26/2021,8/2/2021,8/6/2021,8/23/2021,Yes,8/4/2021,?
OOCU7367690,,CIF,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",5/24/2021,5/24/2021,6/10/2021,,6/27/2021,6/29/2021,Yes,6/29/2021,?
CMAU4756264,CMA CGM PANAMA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",4/4/2021,4/9/2021,5/8/2021,5/24/2021,5/28/2021,6/14/2021,Yes,5/26/2021,?
TCLU8045519,COSCO ENGLAND,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",5/18/2021,5/24/2021,6/11/2021,7/6/2021,7/10/2021,7/12/2021,Yes,7/12/2021,?
TCNU2212982,MSC BERYL,JAS,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",4/12/2021,4/12/2021,7/6/2021,7/4/2021,7/23/2021,7/8/2021,Yes,7/9/2021,?
OOLU9264418,COSCO SPAIN,LF,,,,,,,,,7/19/2021,,Yes,7/20/2021,?
BEAU6061166,OOCL SOUTHAMPTON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Gainesville, Texas, United States",6/20/2021,6/26/2021,7/12/2021,7/22/2021,7/26/2021,8/24/2021,Yes,7/29/2021,?
BMOU4770038,YONGXIN26,Yuesheng,"Jiaxing, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",6/9/2021,6/9/2021,,8/13/2021,8/17/2021,9/18/2021,Yes,8/5/2021,?
CMAU7586650,CMA CGM CASSIOPEIA,LF,"Lubbock, Texas, United States","Los Angeles, California, United States","Xiamen, Fujian Sheng, China",,6/4/2021,6/23/2021,7/28/2021,,8/14/2021,7/15/2021,Yes,5/23/2021,?
FSCU8908251,OOCL MIAMI,Axiom,"Thuan An, Tinh Quang Nam, Vietnam","Ba Ria, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Long Beach, California, United States",3/16/2020,3/19/2020,4/13/2020,4/16/2020,4/30/2020,6/7/2021,Yes,6/11/2021,?
OOLU8952165,COSCO SHIPPING DENALI,CIF,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",6/10/2021,7/3/2021,7/23/2021,7/30/2021,8/3/2021,8/17/2021,Yes,8/3/2021,?
TCNU7056856,OOCL LONDON,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Gainesville, Texas, United States",5/9/2021,5/13/2021,5/28/2021,6/17/2021,6/21/2021,6/20/2021,Yes,6/22/2021,?
TEMU8202615,MAERSK ENSHI,JAS,,,,,,,,,,,Yes,6/22/2021,?
OOLU9827208,COSCO SHIPPING ANDES,Axiom,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",7/18/2021,7/21/2021,8/7/2021,8/23/2021,8/24/2021,7/21/2021,Yes,8/25/2021,?
OOLU9254493,OOCL UTAH,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",5/2/2021,5/5/2021,5/21/2021,,6/7/2021,6/20/2021,Yes,6/25/2021,?
TRHU6049265,COSCO OCEANIA,LF,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",4/18/2021,5/6/2021,6/4/2021,6/28/2021,7/2/2021,7/8/2021,Yes,7/7/2021,?
EITU1422494,TOKYO TOWER,Evergreen,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",4/17/2021,4/17/2021,,7/12/2021,7/16/2021,7/15/2021,,,?
FCIU9780438,,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",5/14/2021,5/14/2021,5/28/2021,,6/14/2021,6/28/2021,Yes,6/29/2021,?
TEMU7806550,CMA CGM ANDROMEDA,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",5/24/2021,5/28/2021,6/25/2021,7/2/2021,7/6/2021,7/26/2021,Yes,7/12/2021,?
EITU1094060,EVER SMILE,YUE SHENG,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",6/19/2021,6/19/2021,7/25/2021,,8/11/2021,7/26/2021,Yes,7/30/2021,?
XHCU5064446,,1st Charter,,,,,,,,,11/16/2021,,Yes,11/16/2021,?
UETU5742982,ATHENIAN,JAS,"Sonipat, State of Haryana, India","Mundra, State of Gujarat, India","Savannah, Georgia, United States","Dallas, Texas, United States",5/15/2021,6/2/2021,7/15/2021,7/19/2021,7/21/2021,8/24/2021,Yes,8/3/2021,?
DRYU6033215,ONE MANHATTAN,JAS,"Zhongshan, Guangdong Sheng, China","Hong Kong, Central and Western District, Hong Kong","Long Beach, California, United States","Dallas, Texas, United States",4/30/2021,5/14/2021,6/5/2021,7/13/2021,7/17/2021,7/15/2021,Yes,7/15/2021,?
GAOU6560913,ONE MARVEL,Yuesheng,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",6/2/2021,6/19/2021,7/20/2021,7/14/2021,8/6/2021,8/24/2021,Yes,7/23/2021,?
MEDU8383892,MSC FLAVIA,LF,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",6/24/2021,6/27/2021,8/4/2021,7/29/2021,8/21/2021,8/24/2021,Yes,8/6/2021,?
TGBU9722627,ONE MANHATTAN,LF,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",5/3/2021,5/10/2021,6/3/2021,7/14/2021,7/18/2021,7/15/2021,Yes,7/16/2021,?
BEAU5718087,MSC AURIGA,GWW,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",5/31/2021,6/1/2021,7/7/2021,7/20/2021,7/24/2021,7/22/2021,,,?
OOCU7161008,COSCO ITALY,Axiom,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",5/9/2021,5/14/2021,5/29/2021,6/21/2021,6/25/2021,6/29/2021,Yes,6/26/2021,?
OOCU9049825,,Axiom,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",6/2/2021,6/2/2021,6/17/2021,,7/4/2021,9/17/2021,Yes,7/12/2021,?
